,x,y,color,label,word
30,-2.7811434,-0.17112526,[0.         0.6667     0.58561373 1.        ],french,french bread
31,-1.719519,-1.8678291,[0.         0.6667     0.58561373 1.        ],french,brioche
32,-2.6090217,0.10069452,[0.         0.6667     0.58561373 1.        ],french,loaf french bread
33,-0.9922333,-1.4947617,[0.         0.6667     0.58561373 1.        ],french,challah
34,-2.0388165,-2.1990135,[0.         0.6667     0.58561373 1.        ],french,overnight
35,-0.8615688,7.8415437,[0.         0.6091549  0.07319804 1.        ],greek,mediterranean
36,-1.4927214,3.8447826,[0.         0.6091549  0.07319804 1.        ],greek,feta
37,0.572248,2.8244314,[0.         0.6091549  0.07319804 1.        ],greek,tzatziki
38,-1.7902849,5.0465927,[0.         0.6091549  0.07319804 1.        ],greek,kalamata olives
39,-1.7063038,5.4091773,[0.         0.6091549  0.07319804 1.        ],greek,kalamata olive
40,-0.77500945,-2.1767638,[0.         0.74899412 0.         1.        ],english,scottish
41,-1.3839755,-1.3844454,[0.         0.74899412 0.         1.        ],english,canadian
42,-1.719519,-1.8678291,[0.         0.74899412 0.         1.        ],english,brioche
43,-0.9646314,-0.17844117,[0.         0.74899412 0.         1.        ],english,savoury
44,-0.6106384,-1.1589737,[0.         0.74899412 0.         1.        ],english,plain
45,0.28996226,7.4508047,[0.         0.91636078 0.         1.        ],portuguese,spanish
46,-0.6127819,7.680335,[0.         0.91636078 0.         1.        ],portuguese,chorizo sausage
47,-1.1041595,1.2514776,[0.         0.91636078 0.         1.        ],portuguese,salt pork
48,0.4766696,3.9669185,[0.         0.91636078 0.         1.        ],portuguese,clam juice
49,0.50917625,5.882342,[0.         0.91636078 0.         1.        ],portuguese,saffron thread
50,2.757737,3.4566588,[0.51762353 1.         0.         1.        ],indian,masala
51,3.914443,2.62191,[0.51762353 1.         0.         1.        ],indian,black mustard seeds
52,2.116759,3.4457002,[0.51762353 1.         0.         1.        ],indian,dal
53,3.84255,4.6256886,[0.51762353 1.         0.         1.        ],indian,tandoori
54,2.560189,2.2562623,[0.51762353 1.         0.         1.        ],indian,asafetida powder
55,8.408316,-1.7106038,[0.92545686 0.93591569 0.         1.        ],chinese,oriental
56,7.741167,-0.39728057,[0.92545686 0.93591569 0.         1.        ],chinese,szechuan
57,9.548199,-1.6528089,[0.92545686 0.93591569 0.         1.        ],chinese,rice wine
58,11.673667,-1.1741321,[0.92545686 0.93591569 0.         1.        ],chinese,asian
59,11.188058,-1.2937512,[0.92545686 0.93591569 0.         1.        ],chinese,oyster sauce
60,13.281881,2.7132847,[1.         0.75686275 0.         1.        ],vietnamese,thai
61,13.627563,1.570691,[1.         0.75686275 0.         1.        ],vietnamese,fish sauce
62,8.753437,0.6204787,[1.         0.75686275 0.         1.        ],vietnamese,rice noodles
63,8.607405,-0.34113285,[1.         0.75686275 0.         1.        ],vietnamese,fresh bean sprouts
64,9.838712,2.0851269,[1.         0.75686275 0.         1.        ],vietnamese,thai fish sauce
65,11.878785,0.8053361,[1.         0.31764706 0.         1.        ],thai,vietnamese
66,6.7194242,0.8189202,[1.         0.31764706 0.         1.        ],thai,indonesian
67,13.627563,1.570691,[1.         0.31764706 0.         1.        ],thai,fish sauce
68,9.472323,3.226092,[1.         0.31764706 0.         1.        ],thai,red curry paste
69,9.838712,2.0851269,[1.         0.31764706 0.         1.        ],thai,thai fish sauce
70,4.986016,-2.7498038,[0.90329216 0.         0.         1.        ],japanese,dashi
71,4.7208567,-3.2314873,[0.90329216 0.         0.         1.        ],japanese,bonito flakes
72,5.141199,-3.8300207,[0.90329216 0.         0.         1.        ],japanese,dashi stock
73,5.874548,-2.7903256,[0.90329216 0.         0.         1.        ],japanese,ponzu
74,4.820029,-3.8912432,[0.90329216 0.         0.         1.        ],japanese,dashi stock granules
75,6.3850827,-1.8209221,[0.8        0.04705882 0.04705882 1.        ],korean,kimchi
76,5.8385572,-2.6837304,[0.8        0.04705882 0.04705882 1.        ],korean,gochujang
77,11.673667,-1.1741321,[0.8        0.04705882 0.04705882 1.        ],korean,asian
78,9.715819,-2.6867547,[0.8        0.04705882 0.04705882 1.        ],korean,chinese
79,7.198165,-2.9018106,[0.8        0.04705882 0.04705882 1.        ],korean,japanese
