,x,y,color,label,word
62,-1.1503689,1.3230972,[0.26142157 0.         0.63400392 1.        ],italian,pasta sauce
63,-2.7694402,0.35829854,[0.26142157 0.         0.63400392 1.        ],italian,provolone cheese
64,-1.4237237,2.1705666,[0.26142157 0.         0.63400392 1.        ],italian,antipasto
65,-2.4235494,1.2296363,[0.26142157 0.         0.63400392 1.        ],italian,mozzarella cheese
66,-1.471442,0.6956371,[0.26142157 0.         0.63400392 1.        ],italian,dried italian seasoning
67,-1.6458405,-0.17601953,[0.26142157 0.         0.63400392 1.        ],italian,provolone
68,-1.3144648,2.272319,[0.26142157 0.         0.63400392 1.        ],italian,marinara sauce
69,-1.6075752,0.6213255,[0.26142157 0.         0.63400392 1.        ],italian,parmesan cheese romano cheese
70,-1.6478399,7.0174646,[0.26142157 0.         0.63400392 1.        ],italian,mediterranean
71,-1.5208871,0.2481579,[0.26142157 0.         0.63400392 1.        ],italian,spaghetti sauce
72,-3.0040073,1.95712,[0.26142157 0.         0.63400392 1.        ],italian,ziti
73,-1.1128845,0.40021998,[0.26142157 0.         0.63400392 1.        ],italian,classico family favorites traditional pasta sauce
74,-1.1849632,2.1796038,[0.26142157 0.         0.63400392 1.        ],italian,fagioli
75,-1.2788838,-1.2059109,[0.         0.         0.81964118 1.        ],polish,ukrainian
76,-1.2430879,-1.867269,[0.         0.         0.81964118 1.        ],polish,sauerkraut
77,-1.7766149,-1.8100259,[0.         0.         0.81964118 1.        ],polish,sauerkraut drained
78,-0.8131103,0.38088095,[0.         0.         0.81964118 1.        ],polish,hungarian
79,-1.6137494,-1.4136783,[0.         0.         0.81964118 1.        ],polish,bavarian
80,-2.0459359,-2.4602244,[0.         0.         0.81964118 1.        ],polish,german
81,-1.1159911,-0.23175219,[0.         0.         0.81964118 1.        ],polish,caraway seed
82,-1.5040635,-1.8289013,[0.         0.         0.81964118 1.        ],polish,swedish
83,-0.9388481,-1.3356386,[0.         0.         0.81964118 1.        ],polish,russian
84,-0.9001287,-0.6466213,[0.         0.         0.81964118 1.        ],polish,norwegian
85,-2.0830774,-2.935678,[0.         0.         0.81964118 1.        ],polish,reuben
86,-1.6580853,-2.072354,[0.         0.         0.81964118 1.        ],polish,dutch
87,-0.436907,-2.1048183,[0.         0.         0.81964118 1.        ],polish,corned beef
88,-1.5874243,-2.3474433,[0.         0.         0.81964118 1.        ],polish,danish
89,-1.2807035,-2.84702,[0.         0.         0.81964118 1.        ],polish,amish
90,-1.0743947,-0.4541329,[0.         0.         0.81964118 1.        ],polish,kielbasa
91,-0.97993493,0.8200813,[0.         0.         0.81964118 1.        ],polish,caraway seeds
92,1.8570958,0.018663514,[0.         0.         0.81964118 1.        ],polish,head cabbage
93,2.0884678,-0.83083403,[0.         0.         0.81964118 1.        ],polish,head cabbage shredded
94,-1.19768,-2.0167875,[0.         0.         0.81964118 1.        ],polish,granny
95,-1.477668,-2.3633127,[0.         0.         0.81964118 1.        ],polish,grandma
96,-2.9358916,-0.8599993,[0.         0.         0.81964118 1.        ],polish,pork sausage
97,-0.27995378,-2.130007,[0.         0.         0.81964118 1.        ],polish,corned
98,-0.050802447,-1.8917723,[0.         0.         0.81964118 1.        ],polish,mother
99,-0.45079148,-1.000966,[0.         0.         0.81964118 1.        ],polish,caraway
100,-1.0951397,-1.4089177,[0.         0.46931373 0.8667     1.        ],german,polish
101,-1.6137494,-1.4136783,[0.         0.46931373 0.8667     1.        ],german,bavarian
102,-1.2788838,-1.2059109,[0.         0.46931373 0.8667     1.        ],german,ukrainian
103,-1.5040635,-1.8289013,[0.         0.46931373 0.8667     1.        ],german,swedish
104,-0.8131103,0.38088095,[0.         0.46931373 0.8667     1.        ],german,hungarian
105,-1.6580853,-2.072354,[0.         0.46931373 0.8667     1.        ],german,dutch
106,-1.2430879,-1.867269,[0.         0.46931373 0.8667     1.        ],german,sauerkraut
107,-0.9001287,-0.6466213,[0.         0.46931373 0.8667     1.        ],german,norwegian
108,-0.9388481,-1.3356386,[0.         0.46931373 0.8667     1.        ],german,russian
109,-1.7766149,-1.8100259,[0.         0.46931373 0.8667     1.        ],german,sauerkraut drained
110,-1.8353999,-2.4690669,[0.         0.46931373 0.8667     1.        ],german,fashioned
111,-1.5874243,-2.3474433,[0.         0.46931373 0.8667     1.        ],german,danish
112,-1.2807035,-2.84702,[0.         0.46931373 0.8667     1.        ],german,amish
113,-1.1159911,-0.23175219,[0.         0.46931373 0.8667     1.        ],german,caraway seed
114,-2.3262544,-0.8789519,[0.         0.46931373 0.8667     1.        ],german,irish
115,-1.19768,-2.0167875,[0.         0.46931373 0.8667     1.        ],german,granny
116,-0.6256413,-1.4573452,[0.         0.46931373 0.8667     1.        ],german,mrs.
117,-1.3626659,-0.5328581,[0.         0.46931373 0.8667     1.        ],german,potatoes cooked
118,-1.5215586,-1.5112103,[0.         0.46931373 0.8667     1.        ],german,turtle
119,-1.236319,-2.5373905,[0.         0.46931373 0.8667     1.        ],german,squares unsweetened chocolate
120,-1.1813924,-1.9740226,[0.         0.46931373 0.8667     1.        ],german,belgian
121,-2.0830774,-2.935678,[0.         0.46931373 0.8667     1.        ],german,reuben
122,-0.45079148,-1.000966,[0.         0.46931373 0.8667     1.        ],german,caraway
123,-1.1963167,-2.8956628,[0.         0.46931373 0.8667     1.        ],german,crisco shortening
124,-1.477668,-2.3633127,[0.         0.46931373 0.8667     1.        ],german,grandma
125,1.2358192,10.469518,[0.         0.62354118 0.79611176 1.        ],spanish,paella
126,-1.1478155,5.9385195,[0.         0.62354118 0.79611176 1.        ],spanish,chorizo sausage
127,-0.8446649,3.3840833,[0.         0.62354118 0.79611176 1.        ],spanish,portuguese
128,0.44796363,7.5041323,[0.         0.62354118 0.79611176 1.        ],spanish,arroz
129,-0.597566,7.3693495,[0.         0.62354118 0.79611176 1.        ],spanish,pollo
130,-0.5640476,5.512735,[0.         0.62354118 0.79611176 1.        ],spanish,chorizo
131,0.41121086,4.23836,[0.         0.62354118 0.79611176 1.        ],spanish,cuban
132,0.16389138,7.176781,[0.         0.62354118 0.79611176 1.        ],spanish,saffron thread
133,-0.6176775,4.057448,[0.         0.62354118 0.79611176 1.        ],spanish,mexican
134,-0.17728181,6.3448496,[0.         0.62354118 0.79611176 1.        ],spanish,jambalaya
135,1.0766888,3.1498542,[0.         0.62354118 0.79611176 1.        ],spanish,brazilian
136,0.40292892,7.502761,[0.         0.62354118 0.79611176 1.        ],spanish,saffron
137,-0.18226182,7.575058,[0.         0.62354118 0.79611176 1.        ],spanish,saffron threads
138,-1.4125936,4.547981,[0.         0.62354118 0.79611176 1.        ],spanish,green olives
139,-1.3381013,5.202295,[0.         0.62354118 0.79611176 1.        ],spanish,pitted green olives
140,1.6314603,10.764566,[0.         0.62354118 0.79611176 1.        ],spanish,moroccan
141,0.26983663,1.4132786,[0.         0.62354118 0.79611176 1.        ],spanish,dirty
142,-0.03534357,2.629619,[0.         0.62354118 0.79611176 1.        ],spanish,adobo seasoning
143,-0.93724096,2.363969,[0.         0.62354118 0.79611176 1.        ],spanish,creole
144,-1.267121,4.269191,[0.         0.62354118 0.79611176 1.        ],spanish,cacciatore
145,-1.5560522,2.970993,[0.         0.62354118 0.79611176 1.        ],spanish,sicilian
146,0.4692088,9.620349,[0.         0.62354118 0.79611176 1.        ],spanish,tagine
147,-1.6478399,7.0174646,[0.         0.62354118 0.79611176 1.        ],spanish,mediterranean
148,-1.7790984,3.8829868,[0.         0.62354118 0.79611176 1.        ],spanish,provencal
149,0.21493092,3.6373622,[0.         0.62354118 0.79611176 1.        ],spanish,green pepper seeded
150,-2.9034126,-0.97383845,[0.         0.6667     0.58561373 1.        ],french,french bread
151,-1.6314774,-1.6663784,[0.         0.6667     0.58561373 1.        ],french,brioche
152,-2.6978645,-1.0357282,[0.         0.6667     0.58561373 1.        ],french,loaf french bread
153,-0.82839686,-1.5262952,[0.         0.6667     0.58561373 1.        ],french,challah
154,-1.8639364,-2.5749085,[0.         0.6667     0.58561373 1.        ],french,overnight
155,-3.4214957,-1.4507842,[0.         0.6667     0.58561373 1.        ],french,gruyere
156,-1.4035101,-2.9024816,[0.         0.6667     0.58561373 1.        ],french,toast
157,-1.1813924,-1.9740226,[0.         0.6667     0.58561373 1.        ],french,belgian
158,-1.6005366,-0.93210864,[0.         0.6667     0.58561373 1.        ],french,cognac
159,-2.1335318,-0.8183081,[0.         0.6667     0.58561373 1.        ],french,vidalia
160,-2.4784634,0.21395178,[0.         0.6667     0.58561373 1.        ],french,rustic
161,-1.8570385,-2.8174326,[0.         0.6667     0.58561373 1.        ],french,eggnog
162,-2.978514,-0.27947924,[0.         0.6667     0.58561373 1.        ],french,gruyere cheese shredded
163,-1.9585106,-1.0367309,[0.         0.6667     0.58561373 1.        ],french,white bread
164,-2.2305481,-0.42930114,[0.         0.6667     0.58561373 1.        ],french,shredded gruyere cheese
165,-1.8150975,-2.6942072,[0.         0.6667     0.58561373 1.        ],french,cinnamon sugar
166,-1.5190015,-1.160065,[0.         0.6667     0.58561373 1.        ],french,foster
167,-1.43134,-0.76558214,[0.         0.6667     0.58561373 1.        ],french,fresh nutmeg
168,-3.114944,-0.35714403,[0.         0.6667     0.58561373 1.        ],french,gruyere cheese
169,-1.6580853,-2.072354,[0.         0.6667     0.58561373 1.        ],french,dutch
170,-2.326316,0.029621363,[0.         0.6667     0.58561373 1.        ],french,canadian bacon
171,-1.0599582,-1.3829077,[0.         0.6667     0.58561373 1.        ],french,fondue
172,-2.314201,-2.2198696,[0.         0.6667     0.58561373 1.        ],french,pie crust
173,-2.2535565,-0.4959274,[0.         0.6667     0.58561373 1.        ],french,sheet frozen puff pastry thawed
174,-0.6326702,-0.21661884,[0.         0.6667     0.58561373 1.        ],french,burgundy
175,-1.6478399,7.0174646,[0.         0.6091549  0.07319804 1.        ],greek,mediterranean
176,-1.8523463,3.436275,[0.         0.6091549  0.07319804 1.        ],greek,feta
177,0.23595425,3.5702684,[0.         0.6091549  0.07319804 1.        ],greek,tzatziki
178,-2.0380647,4.4023323,[0.         0.6091549  0.07319804 1.        ],greek,kalamata olives
179,-1.8766497,4.7958946,[0.         0.6091549  0.07319804 1.        ],greek,kalamata olive
180,-0.5418509,5.2566,[0.         0.6091549  0.07319804 1.        ],greek,dried mint
181,-1.9298842,4.3896337,[0.         0.6091549  0.07319804 1.        ],greek,kalamata olive pitted
182,-1.9869366,4.4307504,[0.         0.6091549  0.07319804 1.        ],greek,feta cheese
183,-0.03724861,4.2843766,[0.         0.6091549  0.07319804 1.        ],greek,turkish
184,-1.9053063,3.8422616,[0.         0.6091549  0.07319804 1.        ],greek,kalamata olives pitted
185,-1.6964555,3.4603505,[0.         0.6091549  0.07319804 1.        ],greek,feta crumbled
186,-1.110143,3.2886288,[0.         0.6091549  0.07319804 1.        ],greek,crumbled feta
187,-1.681366,4.4621983,[0.         0.6091549  0.07319804 1.        ],greek,pitted kalamata olives
188,0.592868,4.3231997,[0.         0.6091549  0.07319804 1.        ],greek,tabbouleh
189,-0.49327856,3.3575854,[0.         0.6091549  0.07319804 1.        ],greek,pita bread
190,-1.9092083,3.1161816,[0.         0.6091549  0.07319804 1.        ],greek,marinated artichoke hearts
191,-1.5560522,2.970993,[0.         0.6091549  0.07319804 1.        ],greek,sicilian
192,-0.65506446,7.005603,[0.         0.6091549  0.07319804 1.        ],greek,ground lamb
193,-2.048188,1.2919805,[0.         0.6091549  0.07319804 1.        ],greek,italian
194,0.35850906,5.7375655,[0.         0.6091549  0.07319804 1.        ],greek,middle
195,-0.8987203,2.6464598,[0.         0.6091549  0.07319804 1.        ],greek,nicoise
196,-1.4237237,2.1705666,[0.         0.6091549  0.07319804 1.        ],greek,antipasto
197,-1.3884454,3.4569159,[0.         0.6091549  0.07319804 1.        ],greek,black olives pitted
198,1.1127838,4.4885626,[0.         0.6091549  0.07319804 1.        ],greek,cucumber seeded
199,-2.5780196,2.615063,[0.         0.6091549  0.07319804 1.        ],greek,marinated artichoke hearts drained
200,-0.7094332,-1.5187646,[0.         0.74899412 0.         1.        ],english,scottish
201,-1.3647316,-1.8795675,[0.         0.74899412 0.         1.        ],english,canadian
202,-1.6314774,-1.6663784,[0.         0.74899412 0.         1.        ],english,brioche
203,-0.9682956,0.036471963,[0.         0.74899412 0.         1.        ],english,savoury
204,-0.5833763,-1.1801896,[0.         0.74899412 0.         1.        ],english,plain
205,-1.0257946,-1.9020046,[0.         0.74899412 0.         1.        ],english,stilton
206,-1.3381805,-2.4575744,[0.         0.74899412 0.         1.        ],english,starter
207,-1.5874243,-2.3474433,[0.         0.74899412 0.         1.        ],english,danish
208,-0.1523463,-0.57856506,[0.         0.74899412 0.         1.        ],english,mixed spice
209,-0.9001287,-0.6466213,[0.         0.74899412 0.         1.        ],english,norwegian
210,-1.5040635,-1.8289013,[0.         0.74899412 0.         1.        ],english,swedish
211,0.22143066,3.109355,[0.         0.74899412 0.         1.        ],english,chick
212,-0.98194736,0.07987802,[0.         0.74899412 0.         1.        ],english,double cream
213,-2.0310192,-2.9680521,[0.         0.74899412 0.         1.        ],english,sourdough starter
214,-1.551527,0.07255255,[0.         0.74899412 0.         1.        ],english,puff pastry
215,-3.114944,-0.35714403,[0.         0.74899412 0.         1.        ],english,gruyere cheese
216,-1.064033,-1.5591458,[0.         0.74899412 0.         1.        ],english,bubble
217,-3.4214957,-1.4507842,[0.         0.74899412 0.         1.        ],english,gruyere
218,-1.1813924,-1.9740226,[0.         0.74899412 0.         1.        ],english,belgian
219,-0.22731309,-2.3795094,[0.         0.74899412 0.         1.        ],english,bicarbonate of soda
220,-1.0127993,-1.8270469,[0.         0.74899412 0.         1.        ],english,bagels
221,-2.7059832,-2.2315009,[0.         0.74899412 0.         1.        ],english,milk
222,-1.5347111,-1.2878627,[0.         0.74899412 0.         1.        ],english,england
223,-0.82839686,-1.5262952,[0.         0.74899412 0.         1.        ],english,challah
224,-1.9050845,-1.8384227,[0.         0.74899412 0.         1.        ],english,christmas
225,-0.3928123,5.672769,[0.         0.91636078 0.         1.        ],portuguese,spanish
226,-1.1478155,5.9385195,[0.         0.91636078 0.         1.        ],portuguese,chorizo sausage
227,-1.1192687,1.2465259,[0.         0.91636078 0.         1.        ],portuguese,salt pork
228,0.07809302,3.3414826,[0.         0.91636078 0.         1.        ],portuguese,clam juice
229,0.16389138,7.176781,[0.         0.91636078 0.         1.        ],portuguese,saffron thread
230,-0.7479526,1.0387123,[0.         0.91636078 0.         1.        ],portuguese,orleans
231,1.4244944,2.8080587,[0.         0.91636078 0.         1.        ],portuguese,clams
232,-0.5640476,5.512735,[0.         0.91636078 0.         1.        ],portuguese,chorizo
233,1.0766888,3.1498542,[0.         0.91636078 0.         1.        ],portuguese,brazilian
234,1.2358192,10.469518,[0.         0.91636078 0.         1.        ],portuguese,paella
235,-0.18226182,7.575058,[0.         0.91636078 0.         1.        ],portuguese,saffron threads
236,0.44796363,7.5041323,[0.         0.91636078 0.         1.        ],portuguese,arroz
237,-0.93724096,2.363969,[0.         0.91636078 0.         1.        ],portuguese,creole
238,-0.5580612,0.42252862,[0.         0.91636078 0.         1.        ],portuguese,lard
239,0.750159,4.1226144,[0.         0.91636078 0.         1.        ],portuguese,bottled clam juice
240,-0.22805077,1.6141623,[0.         0.91636078 0.         1.        ],portuguese,onions fine
241,-1.5347111,-1.2878627,[0.         0.91636078 0.         1.        ],portuguese,england
242,-0.4855333,4.731007,[0.         0.91636078 0.         1.        ],portuguese,bay leaves
243,-0.10425207,1.784477,[0.         0.91636078 0.         1.        ],portuguese,bouquet garni
244,2.3330941,4.5110254,[0.         0.91636078 0.         1.        ],portuguese,fish stock
245,-1.0414687,2.7217958,[0.         0.91636078 0.         1.        ],portuguese,alla
246,0.40292892,7.502761,[0.         0.91636078 0.         1.        ],portuguese,saffron
247,-0.73159724,3.9637604,[0.         0.91636078 0.         1.        ],portuguese,bay leaf
248,-1.2626226,0.2639223,[0.         0.91636078 0.         1.        ],portuguese,rabbit
249,-1.3380265,2.4697373,[0.         0.91636078 0.         1.        ],portuguese,tuscan
250,2.5227525,6.041686,[0.51762353 1.         0.         1.        ],indian,masala
251,3.5500865,5.5784225,[0.51762353 1.         0.         1.        ],indian,black mustard seeds
252,1.867466,5.4705186,[0.51762353 1.         0.         1.        ],indian,dal
253,3.403317,6.845005,[0.51762353 1.         0.         1.        ],indian,tandoori
254,2.3433504,4.3470945,[0.51762353 1.         0.         1.        ],indian,asafetida powder
255,3.8655577,5.4769783,[0.51762353 1.         0.         1.        ],indian,curry leaves
256,4.020075,8.696818,[0.51762353 1.         0.         1.        ],indian,garam masala
257,2.8999934,5.7357287,[0.51762353 1.         0.         1.        ],indian,african
258,2.0787709,5.70502,[0.51762353 1.         0.         1.        ],indian,ghee
259,2.7719147,5.3186917,[0.51762353 1.         0.         1.        ],indian,fenugreek seeds
260,1.4872079,4.3158865,[0.51762353 1.         0.         1.        ],indian,paneer
261,3.4644885,7.83663,[0.51762353 1.         0.         1.        ],indian,turmeric
262,2.336038,5.0388603,[0.51762353 1.         0.         1.        ],indian,raita
263,3.7910159,8.874861,[0.51762353 1.         0.         1.        ],indian,ground turmeric
264,2.6279435,6.1324315,[0.51762353 1.         0.         1.        ],indian,cardamom pods
265,2.837704,4.992182,[0.51762353 1.         0.         1.        ],indian,coriander powder
266,3.8300874,5.5975127,[0.51762353 1.         0.         1.        ],indian,turmeric powder
267,2.1160955,4.6538057,[0.51762353 1.         0.         1.        ],indian,garam masala powder
268,2.640934,8.491456,[0.51762353 1.         0.         1.        ],indian,basmati rice
269,3.031485,7.8192487,[0.51762353 1.         0.         1.        ],indian,cumin seeds
270,2.214731,3.9317045,[0.51762353 1.         0.         1.        ],indian,red chili powder
271,2.5034866,8.150039,[0.51762353 1.         0.         1.        ],indian,ground coriander
272,5.35697,5.4425373,[0.51762353 1.         0.         1.        ],indian,curry
273,1.1536409,4.139514,[0.51762353 1.         0.         1.        ],indian,persian
274,4.271549,4.6063,[0.51762353 1.         0.         1.        ],indian,ginger paste
275,8.715722,-1.564354,[0.92545686 0.93591569 0.         1.        ],chinese,oriental
276,7.9809756,-0.0109447315,[0.92545686 0.93591569 0.         1.        ],chinese,szechuan
277,10.065811,-1.0586376,[0.92545686 0.93591569 0.         1.        ],chinese,rice wine
278,11.609461,-0.81895924,[0.92545686 0.93591569 0.         1.        ],chinese,asian
279,11.535147,-0.8966267,[0.92545686 0.93591569 0.         1.        ],chinese,oyster sauce
280,12.643003,-1.6319925,[0.92545686 0.93591569 0.         1.        ],chinese,sesame oil
281,8.070551,-0.53231895,[0.92545686 0.93591569 0.         1.        ],chinese,bamboo shoots
282,9.433552,-2.1386182,[0.92545686 0.93591569 0.         1.        ],chinese,korean
283,10.085442,-1.2741704,[0.92545686 0.93591569 0.         1.        ],chinese,soy sauce
284,8.155637,-0.35463446,[0.92545686 0.93591569 0.         1.        ],chinese,bok choy
285,8.315065,-0.3719935,[0.92545686 0.93591569 0.         1.        ],chinese,spice powder
286,11.850971,-1.1898239,[0.92545686 0.93591569 0.         1.        ],chinese,hoisin sauce
287,7.4041133,-2.3649712,[0.92545686 0.93591569 0.         1.        ],chinese,ramen
288,7.215242,-2.960354,[0.92545686 0.93591569 0.         1.        ],chinese,japanese
289,7.113901,-3.0310874,[0.92545686 0.93591569 0.         1.        ],chinese,doubanjiang
290,8.665904,-0.6218517,[0.92545686 0.93591569 0.         1.        ],chinese,mein
291,8.832971,0.28632906,[0.92545686 0.93591569 0.         1.        ],chinese,chili oil
292,6.7487793,-1.5385351,[0.92545686 0.93591569 0.         1.        ],chinese,dried shiitake mushrooms
293,6.9586535,-0.19461498,[0.92545686 0.93591569 0.         1.        ],chinese,soya sauce
294,9.099927,-0.9914057,[0.92545686 0.93591569 0.         1.        ],chinese,napa cabbage
295,8.812564,0.1346589,[0.92545686 0.93591569 0.         1.        ],chinese,fresh bean sprouts
296,5.6413007,-0.88564575,[0.92545686 0.93591569 0.         1.        ],chinese,water chestnut
297,9.6871195,0.23178643,[0.92545686 0.93591569 0.         1.        ],chinese,mung bean sprouts
298,7.520085,-1.7893006,[0.92545686 0.93591569 0.         1.        ],chinese,water chestnuts
299,8.220816,-1.3944727,[0.92545686 0.93591569 0.         1.        ],chinese,hoisin
300,11.694025,3.4420402,[1.         0.75686275 0.         1.        ],vietnamese,thai
301,12.527975,2.8376207,[1.         0.75686275 0.         1.        ],vietnamese,fish sauce
302,8.546771,1.1992434,[1.         0.75686275 0.         1.        ],vietnamese,rice noodles
303,8.812564,0.1346589,[1.         0.75686275 0.         1.        ],vietnamese,fresh bean sprouts
304,8.99086,3.3215508,[1.         0.75686275 0.         1.        ],vietnamese,thai fish sauce
305,7.799366,1.7391604,[1.         0.75686275 0.         1.        ],vietnamese,roasted peanuts
306,10.2742815,2.1773949,[1.         0.75686275 0.         1.        ],vietnamese,asian fish sauce
307,7.8803263,1.1536198,[1.         0.75686275 0.         1.        ],vietnamese,sambal oelek
308,11.609461,-0.81895924,[1.         0.75686275 0.         1.        ],vietnamese,asian
309,8.4639845,3.337173,[1.         0.75686275 0.         1.        ],vietnamese,lemongrass
310,12.075008,0.62665945,[1.         0.75686275 0.         1.        ],vietnamese,bean sprouts
311,7.2042136,1.9330848,[1.         0.75686275 0.         1.        ],vietnamese,palm sugar
312,9.6871195,0.23178643,[1.         0.75686275 0.         1.        ],vietnamese,mung bean sprouts
313,9.509888,-0.24289468,[1.         0.75686275 0.         1.        ],vietnamese,chili garlic sauce
314,7.352617,3.994359,[1.         0.75686275 0.         1.        ],vietnamese,kaffir lime leaves
315,6.348802,2.1176531,[1.         0.75686275 0.         1.        ],vietnamese,indonesian
316,8.365799,2.106636,[1.         0.75686275 0.         1.        ],vietnamese,pad
317,9.099927,-0.9914057,[1.         0.75686275 0.         1.        ],vietnamese,napa cabbage
318,8.204742,1.4803895,[1.         0.75686275 0.         1.        ],vietnamese,chili paste
319,6.4297366,0.8010928,[1.         0.75686275 0.         1.        ],vietnamese,carrot julienned
320,8.371775,3.0855067,[1.         0.75686275 0.         1.        ],vietnamese,satay
321,6.0976534,0.25076663,[1.         0.75686275 0.         1.        ],vietnamese,carrots julienned
322,11.850971,-1.1898239,[1.         0.75686275 0.         1.        ],vietnamese,hoisin sauce
323,7.9809756,-0.0109447315,[1.         0.75686275 0.         1.        ],vietnamese,szechuan
324,6.48984,0.1324263,[1.         0.75686275 0.         1.        ],vietnamese,dry roasted peanuts
325,10.555582,1.6481696,[1.         0.31764706 0.         1.        ],thai,vietnamese
326,6.348802,2.1176531,[1.         0.31764706 0.         1.        ],thai,indonesian
327,12.527975,2.8376207,[1.         0.31764706 0.         1.        ],thai,fish sauce
